Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Clicks,Impressions,Engagement_Score,Customer_Segment
Twitter,0.08,9670.25,4.23,25454,76917,4,Health
Twitter,0.03,13441.58,3.33,35444,106505,1,Technology
Twitter,0.03,8426.25,2.57,22087,66943,4,Fashion
Instagram,0.02,9950.45,0.78,26213,79162,9,Home
Twitter,0.04,500.0,2.28,1555,6127,6,Home
Pinterest,0.13,3759.55,0.271695841,5513,18933,1,Food
Pinterest,0.14,13377.48,1.37635393,20729,68479,1,Fashion
Twitter,0.06,12226.83,5.95,32373,97409,2,Health
Twitter,0.1,4823.92,4.39,12290,37925,3,Health
Twitter,0.09,5871.03,0.5,15147,46386,8,Food
Instagram,0.05,15000.0,4.55,38526,115636,4,Fashion
Twitter,0.06,14169.4,5.27,37018,111168,7,Technology
Pinterest,0.02,6283.16,0.441505741,9549,32077,1,Home
Instagram,0.08,13438.02,1.35,35435,106480,5,Technology
Twitter,0.14,2340.64,5.13,5724,18474,6,Health
Instagram,0.01,4597.0,2.63,11674,36099,5,Technology
Pinterest,0.07,14117.17,1.063546219,21680,71576,1,Food
Twitter,0.07,5041.65,4.24,12882,39677,5,Fashion
Instagram,0.13,1071.74,0.61,2995,10392,3,Food
Pinterest,0.09,12472.37,1.338817005,19390,64118,1,Fashion
Facebook,0.02,12253.18,1.65,32441,97610,6,Fashion
Twitter,0.06,11936.17,2.64,31604,95131,9,Fashion
Pinterest,0.09,2892.41,1.151132378,4167,14552,1,Food
Twitter,0.09,7938.52,5.25,20744,62965,2,Technology
Instagram,0.12,1507.92,2.56,3823,12845,10,Fashion
Twitter,0.07,12008.38,5.01,31791,95687,10,Health
Twitter,0.1,7860.43,3.35,20528,62325,1,Technology
Pinterest,0.03,6551.84,1.095720726,9973,33456,1,Technology
Facebook,0.09,3728.72,6.89,9303,29076,4,Food
Facebook,0.08,2430.86,3.21,5939,19110,4,Fashion
Twitter,0.04,5056.15,2.38,12922,39795,10,Health
Facebook,0.08,3569.1,4.04,8874,27805,2,Technology
Pinterest,0.12,3889.52,1.285192826,5719,19603,1,Food
Instagram,0.07,4590.03,7.73,11656,36047,4,Fashion
Facebook,0.14,12212.29,4.5,32334,97294,3,Home
Instagram,0.07,6678.27,1.73,17318,52816,2,Technology
Twitter,0.03,14258.2,3.55,37196,111695,7,Fashion
Facebook,0.03,2571.58,5.46,6284,20133,5,Food
Twitter,0.05,15000.0,2.7,38429,115348,10,Health
Pinterest,0.12,9692.17,0.748951035,14985,49777,1,Health
Pinterest,0.11,12736.67,1.011709512,19795,65439,1,Food
Twitter,0.06,2936.63,0.83,7209,22873,9,Fashion
Instagram,0.04,13036.17,6.83,34466,103609,6,Health
Instagram,0.11,7126.12,2.95,18541,56438,5,Technology
Pinterest,0.11,10810.66,1.219056338,16772,55595,1,Fashion
Facebook,0.14,4077.66,4.92,10253,31890,2,Health
Twitter,0.12,12802.81,7.16,33879,101871,10,Health
Instagram,0.04,1476.91,6.47,3760,12656,3,Fashion
Instagram,0.13,9598.1,3.29,25250,76311,9,Health
Twitter,0.1,4067.27,2.05,10223,31801,10,Fashion
Twitter,0.13,1000.51,5.23,2863,10001,8,Technology
Twitter,0.05,1255.96,7.94,3327,11375,3,Health
Twitter,0.08,7619.08,6.14,19866,60364,3,Fashion
Instagram,0.02,3419.79,4.82,8475,26622,8,Fashion
Facebook,0.08,1502.77,0.99,3812,12810,7,Fashion
Facebook,0.01,2687.33,5.98,6575,20996,7,Home
Twitter,0.11,10816.53,0.05,28575,86160,5,Technology
Twitter,0.12,13945.25,0.54,36555,109797,5,Fashion
Instagram,0.11,11613.92,0.04,30752,92608,9,Food
Pinterest,0.12,14839.88,0.543391682,22425,74003,1,Health
Pinterest,0.05,8530.1,0.46116794,13139,43765,1,Food
Facebook,0.15,6692.61,4.67,17356,52929,3,Health
Instagram,0.05,15000.0,1.3,39952,119860,2,Health
Instagram,0.15,12533.35,5.92,33168,99765,3,Technology
Facebook,0.02,12739.48,4.15,33713,101378,9,Technology
Instagram,0.06,5139.38,6.73,13162,40507,4,Technology
Facebook,0.06,12580.53,7.73,33294,100138,2,Fashion
Twitter,0.04,5136.28,0.81,13153,40480,4,Fashion
Facebook,0.09,10872.53,6.82,28729,86615,9,Health
Instagram,0.09,7806.53,7.93,20386,61903,8,Health
Facebook,0.06,12661.68,3.29,33511,100779,4,Food
Twitter,0.04,1282.45,1.1,3377,11522,10,Technology
Twitter,0.06,5701.48,1.82,14682,45009,2,Food
Facebook,0.12,10192.91,4.91,26879,81137,9,Food
Facebook,0.13,11645.74,7.21,30838,92862,2,Fashion
Twitter,0.01,10145.56,1.17,26756,80771,8,Technology
Twitter,0.07,2212.73,1.85,5410,17546,4,Food
Twitter,0.03,5721.5,1.32,14736,45170,5,Health
Facebook,0.11,13041.15,2.61,34479,103649,10,Fashion
Twitter,0.11,6570.92,1.69,17028,51958,7,Home
Twitter,0.11,9284.49,3.71,24394,73775,6,Home
Pinterest,0.12,7528.31,0.595228388,11524,38506,1,Food
Facebook,0.08,5960.87,6.51,15399,47134,3,Home
Instagram,0.1,13515.71,2.6,35618,107022,9,Fashion
Twitter,0.05,14728.33,5.43,38009,114105,4,Health
Pinterest,0.07,7382.47,0.759675871,11290,37746,1,Health
Pinterest,0.04,7485.77,0.648852567,11456,38284,1,Fashion
Pinterest,0.05,11068.99,0.816874995,17187,56946,1,Food
Pinterest,0.04,2583.86,0.289570567,3711,13065,1,Food
Instagram,0.1,13908.11,5.49,36474,109557,8,Health
Facebook,0.11,3936.51,4.93,9868,30749,7,Fashion
Pinterest,0.04,4913.95,0.563053881,7363,24958,1,Technology
Facebook,0.08,15000.0,3.28,39540,118637,3,Food
Twitter,0.03,10244.84,5.59,27021,81556,8,Fashion
Facebook,0.05,4064.56,0.24,10215,31776,3,Home
Twitter,0.06,2182.77,1.74,5341,17340,7,Health
Instagram,0.11,13385.94,2.97,35313,106119,2,Home
Twitter,0.13,5995.42,0.91,15491,47403,1,Technology
Pinterest,0.06,2967.86,0.066136488,4282,14925,1,Home
Twitter,0.15,8981.84,6.29,23577,71356,10,Food
Instagram,0.06,5602.95,2.75,14417,44223,9,Food
Instagram,0.02,10563.54,5.13,27884,84113,2,Fashion
Twitter,0.06,10331.08,6.37,27250,82236,7,Home
Pinterest,0.14,6248.2,1.077846,9494,31896,1,Food
Facebook,0.05,12385.07,0.75,32788,98638,5,Home
Instagram,0.01,10095.79,7.37,26614,80350,3,Health
Facebook,0.12,15000.0,3.51,38952,116896,6,Home
Twitter,0.09,5749.89,7.26,14810,45388,1,Home
Facebook,0.15,3356.12,2.67,8311,26136,5,Home
Instagram,0.11,1446.66,0.08,3700,12479,4,Health
Pinterest,0.07,4637.92,0.357494527,6922,23521,1,Technology
Pinterest,0.14,500.0,1.088570836,1167,4780,1,Food
Instagram,0.12,4880.09,4.72,12446,38384,7,Home
Pinterest,0.03,12933.48,0.845474557,20092,66404,1,Technology
Pinterest,0.13,13430.98,0.625615423,20802,68715,1,Health
Instagram,0.03,7911.49,2.8,20669,62743,10,Health
Facebook,0.12,500.0,4.78,1916,7196,2,Technology
Instagram,0.04,10499.46,2.56,27714,83610,7,Fashion
Twitter,0.03,9622.79,4.57,25319,76516,8,Technology
Facebook,0.12,1497.77,2.45,3801,12780,5,Technology
Twitter,0.12,13801.96,4.11,36251,108895,1,Technology
Facebook,0.06,13453.63,7.17,35473,106593,5,Food
Twitter,0.07,13195.93,3.66,34862,104782,9,Fashion
Facebook,0.12,8846.0,3.4,23213,70278,5,Food
Pinterest,0.1,15000.0,0.25739606,23039,76001,1,Fashion
Instagram,0.1,3374.82,5.79,8359,26279,1,Home
Pinterest,0.06,7331.27,0.144785284,11211,37487,1,Home
Twitter,0.01,13523.01,6.21,35637,107079,3,Fashion
Instagram,0.1,2450.26,0.07,5984,19246,5,Technology
Facebook,0.06,3154.51,4.5,7778,24557,1,Technology
Pinterest,0.12,1401.14,1.136832597,2119,7882,1,Food
Facebook,0.06,828.37,5.33,2560,9102,8,Home
Pinterest,0.1,4762.86,0.053624179,7121,24169,1,Home
Twitter,0.03,9011.07,2.9,23659,71599,7,Fashion
Instagram,0.07,10922.1,0.28,28860,87005,10,Health
Facebook,0.14,4855.42,5.09,12380,38190,9,Health
Facebook,0.05,14611.2,7.28,37824,113555,2,Technology
Instagram,0.14,7802.33,7.16,20375,61871,2,Technology
Twitter,0.06,9081.55,6.57,23841,72137,4,Fashion
Instagram,0.14,6660.33,6.11,17269,52672,10,Home
Facebook,0.08,9145.45,0.94,24020,72669,2,Technology
Instagram,0.07,10313.51,7.61,27202,82094,2,Technology
Pinterest,0.03,10038.99,0.61667806,15537,51572,1,Home
Instagram,0.05,6415.22,4.89,16621,50751,4,Food
Facebook,0.02,9785.44,2.35,25777,77873,3,Home
Twitter,0.12,3614.35,2.19,8996,28165,8,Technology
Instagram,0.06,10391.07,0.63,27414,82720,7,Technology
Twitter,0.06,5942.32,3.04,15347,46979,9,Fashion
Facebook,0.08,3998.38,2.73,10037,31251,5,Health
Facebook,0.01,8884.71,2.96,23312,70570,5,Health
Instagram,0.07,8708.57,2.04,22849,69201,9,Technology
Instagram,0.13,6462.77,6.73,16745,51118,3,Home
Pinterest,0.05,10173.26,0.409331234,15755,52284,1,Food
Pinterest,0.09,5091.48,0.42005607,7649,25890,1,Home
Pinterest,0.07,11715.64,0.312807711,18218,60301,1,Home
Instagram,0.08,12002.7,4.92,31777,95643,2,Health
Facebook,0.11,9286.57,6.45,24399,73789,6,Health
Facebook,0.08,1751.82,0.86,4331,14349,7,Fashion
Twitter,0.05,14832.68,4.64,38173,114588,6,Food
Twitter,0.15,9055.0,6.19,23768,71922,4,Health
Pinterest,0.05,11542.9,1.261955682,17947,59421,1,Home
Pinterest,0.05,1303.45,1.070696109,2006,7516,1,Health
Twitter,0.09,1811.12,7.99,4462,14736,1,Home
Instagram,0.01,6313.11,1.53,16346,49937,4,Home
Pinterest,0.02,5002.61,0.153722647,7506,25422,1,Home
Pinterest,0.04,5006.24,1.306642497,7511,25442,1,Technology
Instagram,0.06,8847.79,0.08,23219,70295,8,Fashion
Facebook,0.02,3478.67,3.3,8625,27067,10,Home
Twitter,0.11,9836.92,0.2,25919,78294,3,Health
Facebook,0.07,7086.53,3.87,18431,56113,4,Fashion
Instagram,0.14,5918.48,2.2,15278,46772,7,Food
Instagram,0.08,3051.22,0.95,7511,23767,6,Food
Facebook,0.14,12544.79,2.5,33200,99861,5,Food
Facebook,0.02,13301.5,0.98,35112,105523,1,Fashion
Pinterest,0.11,14032.34,0.066136488,21576,71235,1,Home
Twitter,0.09,10326.83,6.65,27238,82200,7,Technology
Twitter,0.07,12068.31,2.79,31947,96147,2,Home
Facebook,0.04,9150.42,1.97,24035,72713,9,Fashion
Instagram,0.02,15000.0,6.67,39533,118618,1,Food
Instagram,0.04,14076.49,7.43,36834,110623,10,Health
Twitter,0.12,8883.04,5.31,23308,70560,5,Technology
Instagram,0.07,6512.34,2.29,16878,51513,3,Fashion
Pinterest,0.14,500.0,0.02681209,667,3153,1,Fashion
Instagram,0.05,11875.49,6.51,31439,94644,3,Health
Instagram,0.07,1253.9,1.8,3324,11366,6,Health
Instagram,0.11,2475.0,4.62,6048,19433,6,Food
Instagram,0.07,4199.28,1.43,10585,32873,5,Health
Instagram,0.1,13359.58,0.9,35251,105934,8,Health
Instagram,0.15,14441.77,6.05,37531,112687,3,Technology
Twitter,0.02,4230.25,2.42,10677,33147,1,Home
Pinterest,0.03,1429.81,0.568416298,2151,7987,1,Food
Pinterest,0.09,12772.19,0.641702677,19851,65621,1,Food
Twitter,0.12,5548.04,5.09,14263,43767,1,Home
Pinterest,0.01,10427.85,1.231568647,16159,53598,1,Health
Twitter,0.1,1522.18,7.77,3854,12936,1,Technology
Facebook,0.05,8695.18,4.62,22812,69090,8,Health
Pinterest,0.05,4813.97,1.370991512,7201,24430,1,Health
Pinterest,0.09,10225.96,0.355707055,15840,52561,1,Food
Pinterest,0.09,1932.59,0.670302239,2784,10048,1,Technology
Pinterest,0.03,833.74,0.457592995,1507,5890,1,Technology
Instagram,0.07,10172.22,3.4,26824,80972,3,Food
Pinterest,0.15,9516.82,1.224418756,14698,48841,1,Fashion
Facebook,0.12,3086.86,6.46,7604,24042,4,Home
Instagram,0.12,6884.46,7.11,17883,54489,8,Home
Instagram,0.1,4967.53,0.12,12681,39080,6,Home
Pinterest,0.08,7743.42,1.24050601,11871,39637,1,Health
Twitter,0.09,5571.55,1.84,14328,43960,9,Technology
Pinterest,0.01,6190.44,0.02681209,9402,31597,1,Health
Twitter,0.03,11915.89,6.44,31550,94973,1,Technology
Twitter,0.1,500.0,3.29,1404,5678,7,Home
Pinterest,0.07,6139.75,1.340604478,9323,31339,1,Fashion
Pinterest,0.02,5613.66,0.289570567,8486,28613,1,Food
Instagram,0.08,9867.32,5.08,26001,78537,8,Home
Instagram,0.08,14035.6,2.51,36743,110352,9,Fashion
Facebook,0.1,1010.8,2.73,2883,10060,9,Fashion
Twitter,0.12,15000.0,1.82,38929,116830,4,Technology
Pinterest,0.02,3892.27,1.059971274,5722,19615,1,Technology
Facebook,0.1,14665.58,4.04,37914,113822,9,Health
Instagram,0.12,1155.57,1.03,3145,10834,1,Home
Twitter,0.1,14965.37,0.36,38360,115142,5,Health
Twitter,0.13,500.0,2.49,1652,6414,3,Home
Pinterest,0.04,7073.74,1.195819194,10805,36165,1,Health
Instagram,0.12,5978.76,7.53,15447,47273,2,Home
Instagram,0.07,9163.78,0.1,24073,72825,10,Home
Instagram,0.02,11244.98,7.41,29748,89635,9,Technology
Instagram,0.08,12943.3,7.53,34236,102927,9,Health
Instagram,0.14,7642.04,3.64,19931,60556,4,Technology
Pinterest,0.03,4376.49,0.597015861,6502,22156,1,Technology
Twitter,0.07,7189.81,1.72,18713,56949,1,Technology
Facebook,0.04,3568.5,3.44,8872,27799,4,Technology
Instagram,0.02,10648.54,2.87,28121,84814,10,Fashion
Twitter,0.05,2944.42,0.12,7231,22938,2,Fashion
Twitter,0.02,9856.94,1.64,25973,78451,5,Food
Facebook,0.09,9992.09,4.18,26329,79506,4,Home
Facebook,0.02,4325.91,4.9,10933,33904,2,Technology
Facebook,0.14,1803.18,5.53,4446,14691,7,Health
Twitter,0.1,10574.1,6.53,27913,84199,4,Fashion
Instagram,0.14,6373.33,6.63,16507,50415,5,Fashion
Twitter,0.07,3176.92,4.2,7835,24726,7,Technology
Pinterest,0.14,15000.0,1.194031721,22620,74638,1,Technology
Pinterest,0.03,500.0,0.062561542,995,4223,1,Technology
Instagram,0.14,15000.0,1.19,39892,119682,1,Health
Pinterest,0.01,13693.5,0.788275433,21152,69854,1,Fashion
Twitter,0.11,7106.76,6.19,18485,56274,1,Food
Instagram,0.03,569.55,4.82,2183,7987,6,Food
Pinterest,0.12,9905.31,1.152919851,15328,50890,1,Food
Instagram,0.07,6359.39,7.96,16469,50301,2,Technology
Pinterest,0.03,2959.29,0.087586159,4269,14884,1,Health
Facebook,0.05,10971.34,0.04,28991,87393,1,Technology
Pinterest,0.1,5441.33,0.725713891,8206,27703,1,Technology
Facebook,0.04,6440.76,5.83,16685,50943,6,Food
Twitter,0.13,5765.55,2.18,14853,45515,3,Home
Facebook,0.11,4158.05,5.53,10478,32556,3,Health
Twitter,0.07,2468.38,0.23,6031,19383,2,Technology
Facebook,0.15,12614.44,2.08,33385,100406,5,Health
Twitter,0.03,5615.33,0.22,14453,44330,3,Health
Facebook,0.01,2619.04,4.17,6408,20502,1,Home
Instagram,0.12,11896.25,5.65,31497,94814,5,Health
Facebook,0.09,7864.25,3.52,20539,62358,7,Home
Pinterest,0.07,13928.82,0.285995622,21449,70824,1,Technology
Instagram,0.11,5145.6,2.46,13179,40557,9,Fashion
Instagram,0.08,6921.76,6.61,17986,54796,3,Food
Instagram,0.02,5086.25,2.12,13008,40051,10,Fashion
Facebook,0.07,9065.68,3.1,23798,72009,8,Food
Twitter,0.06,13642.32,2.38,35906,107875,6,Fashion
Pinterest,0.03,12429.92,0.550541572,19325,63907,1,Home
Pinterest,0.09,2455.72,0.929485771,3524,12457,1,Home
Twitter,0.02,9267.44,1.18,24345,73629,6,Food
Pinterest,0.12,3164.55,0.278845731,4583,15905,1,Technology
Facebook,0.01,713.94,5.03,2386,8589,4,Health
Instagram,0.12,12177.15,5.99,32239,97012,7,Technology
Instagram,0.11,7419.2,4.31,19319,58744,5,Food
Pinterest,0.13,7094.52,0.698901801,10836,36267,1,Fashion
Instagram,0.14,7400.41,6.54,19268,58593,7,Food
Instagram,0.1,9879.59,2.43,26030,78623,9,Home
Instagram,0.05,15000.0,1.48,39591,118791,7,Home
Twitter,0.08,14186.55,3.53,37055,111277,9,Home
Twitter,0.15,15000.0,0.26,38811,116480,8,Food
Twitter,0.09,11870.61,0.85,31425,94603,4,Technology
Twitter,0.05,2061.44,4.16,5045,16462,5,Fashion
Instagram,0.05,7220.88,3.03,18798,57201,8,Health
Twitter,0.04,7558.86,0.22,19706,59889,9,Food
Twitter,0.13,13930.1,2.19,36523,109703,9,Food
Instagram,0.03,4281.9,1.93,10815,33555,2,Fashion
Instagram,0.12,4519.7,1.15,11462,35471,9,Food
Twitter,0.12,10242.63,7.53,27016,81541,7,Home
Twitter,0.05,4211.44,1.62,10618,32970,6,Technology
Instagram,0.01,1517.22,3.04,3843,12902,10,Home
Facebook,0.07,10397.3,7.44,27430,82770,4,Fashion
Pinterest,0.06,12775.46,0.516579592,19857,65637,1,Food
Pinterest,0.08,8497.34,0.709626637,13086,43591,1,Fashion
Twitter,0.03,1721.16,5.32,4267,14159,7,Fashion
Facebook,0.09,7379.31,4.0,19215,58435,9,Home
Instagram,0.03,2980.51,4.44,7323,23212,9,Fashion
Pinterest,0.12,11820.54,0.39324398,18383,60841,1,Home
Twitter,0.12,3688.18,1.32,9193,28749,6,Fashion
Twitter,0.08,14042.98,7.26,36760,110403,10,Food
Instagram,0.1,500.0,2.63,1936,7254,3,Fashion
Pinterest,0.09,1072.77,1.322729751,1760,6712,1,Fashion
Pinterest,0.01,5386.7,0.464742886,8120,27422,1,Food
Facebook,0.11,5739.72,1.59,14783,45309,10,Fashion
Pinterest,0.05,1994.64,0.050049234,2871,10332,1,Food
Facebook,0.15,8669.46,5.22,22742,68882,4,Food
Twitter,0.05,1438.15,1.7,3682,12425,7,Health
Facebook,0.01,10441.73,2.23,27552,83129,5,Health
Facebook,0.15,8744.22,1.98,22943,69477,1,Home
Instagram,0.04,2906.23,0.18,7131,22641,1,Fashion
Facebook,0.06,1842.88,0.33,4532,14944,8,Food
Facebook,0.02,950.46,7.2,2774,9738,9,Food
Facebook,0.1,6913.82,1.61,17965,54733,9,Home
Facebook,0.08,5463.36,3.83,14032,43084,7,Food
Facebook,0.03,10959.82,4.02,28959,87299,9,Health
Facebook,0.09,3130.74,3.43,7720,24388,6,Technology
Instagram,0.13,12650.74,5.39,33480,100688,8,Fashion
Twitter,0.07,9761.26,0.6,25711,77675,3,Fashion
Instagram,0.03,7582.9,6.47,19772,60084,9,Health
Twitter,0.1,5391.03,7.37,13839,42510,2,Home
Pinterest,0.11,13425.1,0.428993433,20793,68688,1,Fashion
Instagram,0.05,8501.82,5.0,22293,67553,1,Home
Facebook,0.14,1719.88,5.28,4263,14147,2,Home
Twitter,0.11,8179.38,7.9,21407,64929,7,Technology
Twitter,0.06,9700.07,2.62,25538,77164,5,Fashion
Twitter,0.01,12634.01,6.98,33438,100565,9,Food
Instagram,0.06,2620.87,4.65,6412,20514,1,Home
Twitter,0.05,9753.91,3.61,25688,77610,6,Home
Twitter,0.13,8515.36,6.16,22330,67662,2,Food
Twitter,0.03,3914.24,3.31,9805,30564,4,Fashion
Pinterest,0.08,11731.74,0.350344637,18244,60386,1,Food
Twitter,0.12,6355.85,2.06,16459,50272,5,Health
Instagram,0.01,10304.23,3.36,27177,82019,10,Fashion
Twitter,0.09,5304.93,5.32,13609,41832,8,Technology
Facebook,0.05,14168.51,4.01,37016,111164,6,Fashion
Instagram,0.14,12113.87,2.86,32068,96506,1,Health
Pinterest,0.08,14791.46,0.25739606,22384,73866,1,Health
Pinterest,0.1,15000.0,1.229781174,23467,77393,1,Home
Instagram,0.07,1907.54,6.07,4685,15396,4,Home
Facebook,0.03,9986.48,3.43,26312,79458,10,Food
Facebook,0.12,7612.6,1.04,19847,60309,4,Fashion
Pinterest,0.05,8610.69,0.768613234,13265,44176,1,Food
Pinterest,0.07,11260.63,0.155510119,17495,57947,1,Fashion
Instagram,0.04,6859.52,7.11,17815,54287,6,Home
Pinterest,0.1,11164.97,0.259183532,17342,57449,1,Technology
Instagram,0.07,5799.24,5.49,14946,45792,5,Home
Facebook,0.11,12680.75,6.28,33557,100918,8,Food
Facebook,0.07,8352.16,0.83,21878,66324,9,Health
Facebook,0.06,5358.06,1.76,13745,42232,5,Fashion
Instagram,0.03,3483.42,4.62,8637,27104,6,Fashion
Instagram,0.05,13801.74,7.07,36250,108893,2,Technology
Facebook,0.05,6967.31,3.68,18110,55161,1,Health
Twitter,0.02,9084.25,4.88,23848,72159,10,Health
Twitter,0.05,4855.95,5.32,12381,38194,10,Technology
Instagram,0.1,5821.19,4.63,15006,45968,8,Home
Facebook,0.06,6393.67,5.12,16565,50586,4,Home
Twitter,0.05,9044.71,5.98,23744,71850,10,Fashion
Pinterest,0.09,7977.35,0.284208149,12245,40852,1,Technology
Twitter,0.14,7390.08,6.42,19242,58514,6,Health
Instagram,0.05,11582.22,5.62,30666,92352,9,Food
Facebook,0.03,1230.74,6.41,3281,11239,3,Fashion
Instagram,0.1,964.35,5.11,2795,9798,1,Food
Twitter,0.07,8484.37,5.98,22245,67410,8,Health
Instagram,0.03,500.0,6.41,1491,5938,6,Home
Pinterest,0.01,1855.26,0.359282,2677,9698,1,Home
Twitter,0.04,1694.93,4.06,4209,13986,5,Fashion
Twitter,0.05,4652.94,0.26,11825,36547,10,Fashion
Instagram,0.07,11692.13,2.6,30956,93211,7,Fashion
Facebook,0.08,1350.44,2.86,3510,11915,5,Home
Instagram,0.12,500.0,3.98,1670,6467,3,Fashion
Facebook,0.08,9486.76,7.13,24941,75396,10,Health
Twitter,0.03,9978.67,3.11,26291,79395,8,Food
Instagram,0.11,5060.96,2.61,12937,39839,1,Technology
Facebook,0.11,4267.67,3.59,10776,33438,2,Fashion
Pinterest,0.08,2080.61,1.304855025,2990,10717,1,Home
Pinterest,0.09,911.0,0.591653443,1587,6151,1,Home
Facebook,0.06,1230.95,1.7,3281,11239,5,Food
Instagram,0.06,7226.75,7.0,18816,57255,7,Health
Facebook,0.12,11121.28,2.22,29410,88634,2,Food
Instagram,0.14,682.13,6.17,2342,8457,5,Technology
Facebook,0.1,8473.72,2.24,22216,67324,7,Technology
Facebook,0.04,5255.87,5.78,13472,41424,10,Technology
Twitter,0.03,15000.0,4.85,39387,118184,4,Food
Pinterest,0.12,5048.26,0.218071662,7576,25651,1,Home
Pinterest,0.06,9788.24,1.320942279,15144,50292,1,Food
Facebook,0.08,11005.77,4.6,29082,87662,10,Food
Facebook,0.11,9731.71,2.16,25626,77424,4,Fashion
Instagram,0.02,15000.0,1.9,38776,116375,10,Fashion
Pinterest,0.06,7788.48,0.479042667,11946,39881,1,Technology
Twitter,0.1,3645.1,0.51,9077,28406,1,Home
Instagram,0.08,6435.32,4.15,16671,50900,4,Fashion
Instagram,0.1,12591.59,7.08,33324,100227,9,Home
Pinterest,0.12,6543.34,0.870499174,9961,33415,1,Health
Twitter,0.07,10190.89,1.67,26873,81120,9,Fashion
Twitter,0.13,11523.62,7.77,30508,91884,3,Technology
Facebook,0.03,4831.0,2.96,12308,37977,4,Technology
Instagram,0.09,530.66,3.83,2129,7825,6,Fashion
Instagram,0.08,6086.82,0.37,15738,48136,8,Fashion
Instagram,0.13,15000.0,3.77,39543,118647,10,Technology
Twitter,0.12,6770.64,4.99,17570,53562,9,Food
Twitter,0.13,1386.04,0.36,3577,12115,9,Health
Facebook,0.11,10193.84,5.7,26881,81143,2,Technology
Pinterest,0.12,11250.87,1.083208418,17480,57899,1,Health
Twitter,0.05,1491.5,0.63,3788,12741,4,Health
Twitter,0.06,10161.29,1.98,26797,80894,1,Home
Facebook,0.12,7317.42,5.38,19054,57958,3,Technology
Instagram,0.09,2587.7,0.43,6327,20261,1,Health
Instagram,0.02,3748.0,4.95,9354,29227,3,Food
Pinterest,0.04,6825.23,0.516579592,10409,34876,1,Technology
Twitter,0.02,13258.04,3.57,35011,105224,5,Technology
Facebook,0.13,2421.48,1.6,5916,19043,5,Technology
Pinterest,0.13,6582.77,1.099295672,10020,33609,1,Health
Twitter,0.05,2065.17,6.08,5052,16485,8,Fashion
Twitter,0.11,10933.23,6.0,28890,87094,3,Food
Twitter,0.09,9672.89,5.05,25463,76941,9,Technology
Pinterest,0.08,9410.11,0.282420677,14526,48280,1,Health
Twitter,0.1,1263.04,7.72,3341,11416,3,Food
Facebook,0.14,10110.39,6.37,26653,80468,7,Food
Pinterest,0.08,14308.09,0.534454318,21898,72286,1,Technology
Facebook,0.11,10461.3,1.93,27609,83299,2,Food
Pinterest,0.05,5180.33,0.462955413,7796,26366,1,Health
Pinterest,0.01,10684.7,0.84726203,16575,54951,1,Home
Instagram,0.08,14009.17,6.28,36687,110187,4,Food
Pinterest,0.02,6700.78,0.014299781,10206,34213,1,Home
Pinterest,0.03,9368.53,1.303067552,14455,48050,1,Health
Instagram,0.08,9669.72,3.71,25452,76911,1,Technology
